  ENSEMBLE_MEMBER  COLUMN_HEIGHT   M_FLOW_RATE     SOURCE_START    SOURCE_DURAT    TOP_HAT_THICK   SUZUKI_A        SUZUKI_L        WIND_U          WIND_V          CLOUD_HEIGHT    CLOUD_THICK     FI_MEAN         DIAMETER_AGGR   DENSITY_AGGR    
      0169          0.41631        -0.79543         0.47326        -0.30330        -0.44485         0.65399         0.68337        -0.14008        -0.26543         0.83347         0.46779         0.49293        -0.78027        -0.68909
      0170          0.07819         0.28665        -0.39928        -0.00775        -0.81839        -0.00224        -0.45919         0.52146         0.36588         0.96141         0.49299        -0.65258        -0.18928        -0.19109
      0171         -0.94886         0.90698         0.91664         0.73847        -0.91221        -0.14648         0.63779        -0.44328        -0.48112         0.22885        -0.27154        -0.21340         0.78365        -0.86903
      0172          0.68465         0.52004         0.34836        -0.84430         0.31296         0.04210         0.42864        -0.93101         0.56441         0.94818         0.45153        -0.42101         0.91989         0.47216
      0173          0.44562         0.20667        -0.62812         0.86966        -0.38813        -0.46623         0.03332        -0.43057         0.43468        -0.18995         0.76190        -0.85933         0.01036         0.02517
      0174         -0.29983        -0.69064         0.69902        -0.57240         0.83074        -0.96997         0.07162         0.12432         0.76103        -0.99527        -0.81435         0.63120         0.10501         0.67234
      0175          0.54413         0.82848         0.95036        -0.29553         0.40948        -0.87898         0.19215        -0.24936         0.96663        -0.52607         0.29765         0.41611        -0.86995         0.38634
      0176         -0.76410         0.11097         0.58651         0.42483        -0.29136         0.92596        -0.54645        -0.11393        -0.67491        -0.02514        -0.28599         0.16123        -0.20694        -0.24042
      0177          0.91761         0.98030         0.84698         0.90792         0.29750         0.87763         0.27627         0.30838         0.48928        -0.81325         0.16398         0.54922        -0.88456         0.68381
      0178          0.83409         0.26059        -0.86048         0.80314        -0.48663        -0.28458        -0.25897        -0.21694         0.09520         0.10276         0.21691         0.10054        -0.20995        -0.10479
      0179         -0.79716        -0.61496         0.80567        -0.35723         0.79248        -0.45585        -0.04536        -0.80226        -0.93592        -0.94044        -0.42213         0.49665         0.13414         0.73502
      0180         -0.45626         0.51608         0.72897        -0.34880        -0.08195        -0.39833        -0.19847         0.68393        -0.87144        -0.51893         0.86273         0.21246        -0.89930        -0.51600
      0181          0.93708         0.36100        -0.18976        -0.80351        -0.88511        -0.51090        -0.49948         0.80831         0.14563        -0.52508        -0.01850         0.16061         0.29804         0.44625
      0182         -0.22983         0.76821        -0.24382        -0.71532         0.34342        -0.28917         0.49618         0.31724        -0.14570        -0.93627         0.48205         0.02093         0.51386        -0.70535
      0183         -0.06805        -0.05848        -0.89839        -0.66586         0.79389        -0.73753        -0.46799         0.38780        -0.70329        -0.14005         0.63024        -0.12847         0.78718        -0.60384
      0184         -0.93537        -0.23918         0.71728        -0.60613         0.04513         0.86358         0.13476         0.18679        -0.20628         0.65697         0.04471         0.05473        -0.35858        -0.15086
      0185         -0.07523        -0.07359         0.22688        -0.23458         0.57399        -0.70333         0.18847        -0.84784         0.60646         0.40572         0.56133        -0.02317        -0.60219        -0.50821
      0186          0.28120        -0.38172        -0.43885        -0.53947         0.26341        -0.17207         0.17189        -0.67837         0.30723         0.40623        -0.80153        -0.64223         0.63343        -0.03617
      0187          0.09661         0.77691        -0.86931        -0.31729         0.57019         0.67650        -0.65592        -0.91731        -0.80673         0.38196        -0.00044         0.82321         0.38889         0.03613
      0188          0.72367        -0.31597         0.31389         0.97397         0.70740        -0.44174         0.92081         0.86727         0.86403         0.66714         0.68304         0.69976         0.74603        -0.93822
      0189          0.00368        -0.39599        -0.37362        -0.89834        -0.15918         0.77798         0.43889        -0.89114        -0.01400         0.22484        -0.05934        -0.83703        -0.77685        -0.72280
      0190          0.21721        -0.74612        -0.11415         0.56105        -0.82319         0.88411        -0.06731        -0.91938         0.08986        -0.74007        -0.73759         0.97775        -0.54526         0.41310
